Datetime,Open,High,Low,Close,Volume
2025-07-14 00:00:00+00:00,119118.796875,122490.2265625,118961.7734375,122454.9453125,66199724032
2025-07-14 06:00:00+00:00,122481.4453125,123077.6328125,121354.9921875,121487.484375,32095371264
2025-07-14 12:00:00+00:00,121470.875,122019.328125,119206.640625,119805.5703125,95355183104
2025-07-14 18:00:00+00:00,119807.078125,120440.1953125,119579.6484375,119846.8125,18377179136
2025-07-15 00:00:00+00:00,119850.5703125,119933.421875,116385.875,117382.125,27898609664
2025-07-15 06:00:00+00:00,117329.7265625,117329.7265625,116364.6953125,117140.0390625,24603885568
2025-07-15 12:00:00+00:00,117113.6171875,118389.6484375,115765.6875,117387.28125,28290899968
2025-07-15 18:00:00+00:00,117374.9765625,117969.4609375,116128.328125,117763.3828125,21537742848
2025-07-16 00:00:00+00:00,117780.359375,118193.09375,117107.640625,117879.7578125,16865083392
2025-07-16 06:00:00+00:00,117881.5078125,119294.4765625,117792.9140625,118765.2578125,27258773504
2025-07-16 12:00:00+00:00,118778.8984375,119764.0703125,118258.3984375,119129.3125,22981074944
2025-07-16 18:00:00+00:00,119107.546875,120054.640625,118483.9375,118700.6015625,22449053696
2025-07-17 00:00:00+00:00,118722.8046875,119182.7578125,117827.1953125,118620.125,19489660928
2025-07-17 06:00:00+00:00,118630.2734375,119145.2109375,117914.25,118031.359375,22002360320
2025-07-17 12:00:00+00:00,118028.9375,119237.3359375,117552.5390625,119237.3359375,22199193600
2025-07-17 18:00:00+00:00,119346.1171875,120989.984375,118507.296875,119305.8359375,162114170880
2025-07-18 00:00:00+00:00,119245.2578125,120726.0625,119141.3671875,120652.0625,308895920128
2025-07-18 06:00:00+00:00,120655.828125,120808.9765625,118483.5625,119234.765625,397180133376
2025-07-18 12:00:00+00:00,119218.6796875,119566.1875,117438.296875,117703.7421875,426118733824
2025-07-18 18:00:00+00:00,117652.46875,118067.6171875,116930.9453125,118004.8671875,236930740224
2025-07-19 00:00:00+00:00,118006.859375,118432.828125,117722.90625,118312.53125,14575599616
2025-07-19 06:00:00+00:00,118299.1953125,118540.4453125,118059.515625,118371.65625,14138576896
2025-07-19 12:00:00+00:00,118393.421875,118402.9921875,117721.7890625,117839.0625,10365763584
2025-07-19 18:00:00+00:00,117822.4140625,118160.9140625,117411.5703125,117934.9453125,17876209664
2025-07-20 00:00:00+00:00,117913.4609375,118184.5,117722.3671875,117915.8203125,11386064896
2025-07-20 06:00:00+00:00,117899.625,118303.015625,117829.4609375,117866.75,13270982656
2025-07-20 12:00:00+00:00,117903.125,118837.25,117773.21875,118056.046875,19259600896
2025-07-20 18:00:00+00:00,118058.328125,118581.0234375,116675.8515625,117275.203125,25865478144
2025-07-21 00:00:00+00:00,117214.59375,118644.375,116589.15625,118427.15625,21254717440
2025-07-21 06:00:00+00:00,118448.3671875,119619.109375,118191.421875,118191.421875,22295564288
2025-07-21 12:00:00+00:00,118198.078125,119231.0,117426.328125,117906.921875,21697650688
2025-07-21 18:00:00+00:00,117894.078125,118190.1171875,116729.4453125,117456.6015625,19159330816
2025-07-22 00:00:00+00:00,117419.6484375,117957.78125,116342.7890625,117328.234375,29391863808
2025-07-22 06:00:00+00:00,117331.03125,119224.9296875,117331.03125,119199.2890625,17382342656
2025-07-22 12:00:00+00:00,119206.25,119514.0,117755.4140625,119222.640625,25014263808
2025-07-22 18:00:00+00:00,119237.1171875,120265.5234375,119155.875,119955.8203125,22090637312
2025-07-23 00:00:00+00:00,119999.453125,120104.9765625,118612.359375,118675.6171875,11316051968
2025-07-23 06:00:00+00:00,118681.6484375,118732.0234375,117915.578125,118597.546875,15280877568
2025-07-23 12:00:00+00:00,118593.6015625,118709.4921875,117404.15625,118118.5859375,16694099968
2025-07-23 18:00:00+00:00,118225.8984375,118752.03125,117495.484375,118695.25,17306451968
2025-07-24 00:00:00+00:00,118779.09375,119284.8671875,117632.6875,117632.6875,20883496960
2025-07-24 06:00:00+00:00,117727.28125,118877.3046875,117435.21875,118711.390625,19183681536
2025-07-24 12:00:00+00:00,118681.2734375,119506.0859375,117969.96875,119200.40625,19262922752
2025-07-24 18:00:00+00:00,119200.09375,119472.6484375,118272.1640625,118348.0703125,10150666240
2025-07-25 00:00:00+00:00,118378.0546875,118486.9765625,115168.3515625,115604.828125,26220929024
2025-07-25 06:00:00+00:00,115567.1328125,116774.2734375,114798.7265625,116600.1484375,28936544256
2025-07-25 12:00:00+00:00,116586.6640625,116593.359375,114972.328125,116189.2109375,26734100480
2025-07-25 18:00:00+00:00,116139.234375,117630.6015625,116121.21875,117617.0078125,15351586816
2025-07-26 00:00:00+00:00,117625.3828125,117768.7890625,117201.15625,117498.921875,7876534272
2025-07-26 06:00:00+00:00,117495.921875,118219.609375,117357.3203125,117827.984375,8697057280
2025-07-26 12:00:00+00:00,117817.6875,118274.765625,117805.625,118068.5625,8017883136
2025-07-26 18:00:00+00:00,118072.2109375,118324.984375,117929.15625,117946.296875,8409116672
2025-07-27 00:00:00+00:00,117991.4453125,118384.3828125,117872.5,118334.046875,9951830016
2025-07-27 06:00:00+00:00,118329.4765625,118440.515625,117905.5078125,118092.28125,10805813248
2025-07-27 12:00:00+00:00,118120.7734375,119542.9765625,117932.4296875,119217.0546875,17502064640
2025-07-27 18:00:00+00:00,119272.9296875,119792.734375,118766.203125,119455.046875,18477367296
2025-07-28 00:00:00+00:00,119443.953125,119788.84375,119019.2578125,119613.8046875,21283921920
2025-07-28 06:00:00+00:00,119547.6953125,119613.3984375,118534.546875,118807.0546875,22408101888
2025-07-28 12:00:00+00:00,118818.78125,119079.515625,117662.421875,117679.984375,21088075776
2025-07-28 18:00:00+00:00,117665.84375,118318.6328125,117441.4375,117841.21875,20304977920
2025-07-29 00:00:00+00:00,118016.28125,118842.96875,117479.03125,118824.03125,21979566080
2025-07-29 06:00:00+00:00,118788.9296875,119273.8671875,118196.71875,118592.3046875,17706512384
2025-07-29 12:00:00+00:00,118586.515625,119052.2109375,117028.96875,117772.6640625,23980785664
2025-07-29 18:00:00+00:00,117767.265625,117956.8828125,117093.7890625,117909.7421875,16205746176
2025-07-30 00:00:00+00:00,117913.3671875,118251.953125,117443.3046875,117975.390625,18431832064
2025-07-30 06:00:00+00:00,117997.3671875,118471.2421875,117474.1484375,117551.515625,18388684800
2025-07-30 12:00:00+00:00,117584.125,118745.9609375,117419.4609375,117803.625,21402783744
2025-07-30 18:00:00+00:00,117955.4921875,117955.4921875,115869.3359375,117826.8203125,23652159488
2025-07-31 00:00:00+00:00,117838.7109375,118607.46875,117818.5859375,118359.2734375,18158788608
2025-07-31 06:00:00+00:00,118353.1875,118902.1640625,118285.5390625,118342.421875,15749005312
2025-07-31 12:00:00+00:00,118351.15625,118859.421875,117776.9609375,117776.9609375,24640778240
2025-07-31 18:00:00+00:00,117752.859375,117980.390625,115604.3671875,115757.0,39749210112
2025-08-01 00:00:00+00:00,115722.0078125,116052.7265625,114449.7890625,115575.5546875,29834711040
2025-08-01 06:00:00+00:00,115570.6328125,115608.7265625,114166.6328125,115232.7109375,26133790720
2025-08-01 12:00:00+00:00,115270.125,115938.75,114175.7109375,114362.3828125,46910345216
2025-08-01 18:00:00+00:00,114429.2109375,114429.2109375,112730.125,113333.0078125,20658544640
2025-08-02 00:00:00+00:00,113251.890625,114013.09375,113193.9296875,113942.6171875,16559407104
2025-08-02 06:00:00+00:00,113942.3515625,113989.6484375,113414.265625,113745.296875,17977720832
2025-08-02 12:00:00+00:00,113753.140625,113753.140625,112573.8671875,112677.6015625,16879390720
2025-08-02 18:00:00+00:00,112696.6484375,113013.3515625,112014.5546875,112513.46875,18066059264
2025-08-03 00:00:00+00:00,112526.40625,113709.40625,111965.9921875,113602.09375,15694086144
2025-08-03 06:00:00+00:00,113608.78125,114237.65625,113462.859375,113885.9375,12492742656
2025-08-03 12:00:00+00:00,113864.9609375,114176.9375,113615.8828125,114113.203125,14633082880
2025-08-03 18:00:00+00:00,114106.2109375,114729.71875,114079.8515625,114218.2421875,11799482368
2025-08-04 00:00:00+00:00,114217.4765625,114984.203125,114143.5390625,114388.0859375,17104666624
2025-08-04 06:00:00+00:00,114406.125,114790.765625,114174.5859375,114483.3046875,16035909632
2025-08-04 12:00:00+00:00,114497.171875,115711.4140625,114208.71875,115197.7890625,14636171264
2025-08-04 18:00:00+00:00,115267.8515625,115350.3125,114637.7890625,115096.875,18732171264
2025-08-05 00:00:00+00:00,115074.671875,115088.0625,114171.28125,114418.1796875,35236499456
2025-08-05 06:00:00+00:00,114404.28125,115065.7421875,113831.5234375,114819.21875,12936843264
2025-08-05 12:00:00+00:00,114812.5234375,114876.0703125,112720.96875,113592.734375,17647685632
2025-08-05 18:00:00+00:00,113613.890625,114174.71875,113320.390625,114134.421875,17697177600
2025-08-06 00:00:00+00:00,114120.546875,114390.71875,113383.046875,114123.0859375,16980787200
2025-08-06 06:00:00+00:00,114128.328125,114352.8984375,113745.4375,114208.953125,17054031872
2025-08-06 12:00:00+00:00,114217.1640625,115504.3984375,113793.21875,115504.3984375,17050959872
2025-08-06 18:00:00+00:00,115575.8828125,115710.296875,114899.3984375,115009.640625,16130605056
2025-08-07 00:00:00+00:00,114989.9296875,115215.6875,114302.2265625,114555.6640625,16308269056
2025-08-07 06:00:00+00:00,114575.4765625,116797.9140625,114553.6796875,116559.3203125,18163527680
2025-08-07 12:00:00+00:00,116550.71875,116814.0625,115709.796875,116500.390625,18663673856
2025-08-07 18:00:00+00:00,116543.46875,117652.4140625,116212.734375,117498.5859375,20825186304
2025-08-08 00:00:00+00:00,117519.6484375,117650.203125,116580.0,116580.0,18514251776
2025-08-08 06:00:00+00:00,116564.1796875,116995.234375,116411.046875,116929.6640625,16113774592
2025-08-08 12:00:00+00:00,116919.9296875,117239.4453125,115939.8984375,116675.7421875,20334968832
2025-08-08 18:00:00+00:00,116805.390625,117013.2421875,116363.015625,116675.9765625,19205767168
2025-08-09 00:00:00+00:00,116675.4765625,116965.1796875,116378.53125,116763.7265625,13751500800
2025-08-09 06:00:00+00:00,116750.390625,117882.5703125,116562.875,117119.1171875,20509462528
2025-08-09 12:00:00+00:00,117114.3046875,117236.1640625,116670.296875,116693.5078125,14438187008
2025-08-09 18:00:00+00:00,116687.53125,116926.109375,116411.359375,116510.625,13654245376
2025-08-10 00:00:00+00:00,116485.6953125,118749.9609375,116485.6953125,118053.5078125,25310425088
2025-08-10 06:00:00+00:00,118100.9296875,118494.34375,117535.3125,118368.125,20809162752
2025-08-10 12:00:00+00:00,118352.1953125,119064.3828125,118303.828125,118545.0,15684526080
2025-08-10 18:00:00+00:00,118533.53125,119313.0625,118109.78125,119313.0625,20702937088
2025-08-11 00:00:00+00:00,119275.765625,122282.0859375,119024.75,121988.09375,30451609600
2025-08-11 06:00:00+00:00,122030.6875,122321.09375,120330.2109375,120566.5546875,26146824192
2025-08-11 12:00:00+00:00,120580.1640625,120761.953125,119412.0234375,119530.5859375,23270203392
2025-08-11 18:00:00+00:00,119477.9765625,119860.6015625,118244.21875,118727.8359375,18377965568
2025-08-12 00:00:00+00:00,118692.4453125,119282.2421875,118479.1328125,118774.203125,14491893760
2025-08-12 06:00:00+00:00,118862.8984375,119158.25,118233.9140625,118538.09375,20321017856
2025-08-12 12:00:00+00:00,118503.2734375,120191.6953125,118287.1328125,119235.515625,24970592256
2025-08-12 18:00:00+00:00,119301.6171875,120238.5234375,119293.4765625,120142.1171875,18640363520
2025-08-13 00:00:00+00:00,120122.796875,120127.8984375,118952.4375,118998.46875,21991759872
2025-08-13 06:00:00+00:00,119042.0234375,120696.03125,118947.28125,120605.2421875,20300750848
2025-08-13 12:00:00+00:00,120553.5234375,122194.5703125,120141.8671875,121871.4453125,33088397312
2025-08-13 18:00:00+00:00,121804.703125,123617.78125,121484.0546875,123361.953125,27513135104
2025-08-14 00:00:00+00:00,123339.765625,124322.2890625,122166.375,122177.6328125,26547617792
2025-08-14 06:00:00+00:00,121861.046875,122045.5625,120773.1875,120991.6328125,29998964736
2025-08-14 12:00:00+00:00,120989.5390625,121136.59375,117538.5859375,117913.828125,38769754112
2025-08-14 18:00:00+00:00,117912.0,118606.28125,117415.6328125,118373.78125,20533256192
2025-08-15 00:00:00+00:00,118369.5234375,119305.8671875,118163.7265625,119005.5859375,17388134400
2025-08-15 06:00:00+00:00,119061.7421875,119318.265625,118707.171875,119092.765625,13472284672
2025-08-15 12:00:00+00:00,119063.6796875,119180.734375,116933.53125,117678.0078125,18344091648
2025-08-15 18:00:00+00:00,117652.7109375,117856.671875,116952.7890625,117416.2890625,21029339136
2025-08-16 00:00:00+00:00,117400.25,117996.0625,117317.09375,117679.5546875,11539206144
2025-08-16 06:00:00+00:00,117682.0,117778.8828125,117333.25,117449.0625,15288848384
2025-08-16 12:00:00+00:00,117471.9609375,117901.65625,117450.9765625,117788.0234375,11659333632
2025-08-16 18:00:00+00:00,117763.1875,117839.0,117360.578125,117503.9765625,13357416448
2025-08-17 00:00:00+00:00,117469.3359375,118294.734375,117290.15625,118105.5625,13871542272
2025-08-17 06:00:00+00:00,118081.53125,118508.453125,117948.640625,118369.0,15657951232
2025-08-17 12:00:00+00:00,118372.2421875,118563.1015625,117788.5625,117971.7421875,17610014720
2025-08-17 18:00:00+00:00,117966.953125,118065.2578125,117375.875,117454.890625,17784115200
2025-08-18 00:00:00+00:00,117476.1015625,117614.078125,115081.5546875,115733.71875,25425379328
2025-08-18 06:00:00+00:00,115760.46875,115760.46875,114731.1796875,115053.3359375,26533728256
2025-08-18 12:00:00+00:00,115016.4296875,116856.8359375,114930.9296875,116529.6328125,29754433536
2025-08-18 18:00:00+00:00,116499.8984375,117028.4609375,116121.84375,116257.96875,24482103296
2025-08-19 00:00:00+00:00,116271.6015625,116756.0,114585.953125,115023.4453125,18042408960
2025-08-19 06:00:00+00:00,115008.8515625,115665.671875,114674.0390625,115603.1875,16360349696
2025-08-19 12:00:00+00:00,115579.1796875,115906.09375,113195.8359375,113512.59375,22065053696
2025-08-19 18:00:00+00:00,113505.4609375,113541.453125,112758.0625,112840.0546875,26302734336
2025-08-20 00:00:00+00:00,112852.109375,113760.7890625,112578.671875,113692.9921875,20460175360
2025-08-20 06:00:00+00:00,113703.1640625,114021.1875,113099.78125,113596.515625,19821486080
2025-08-20 12:00:00+00:00,113631.84375,114295.6953125,112415.5234375,114199.7890625,20261994496
2025-08-20 18:00:00+00:00,114191.2265625,114618.34375,113276.453125,114258.2265625,20631097344
2025-08-21 00:00:00+00:00,114209.3359375,114771.703125,113643.625,113982.1171875,20602241024
2025-08-21 06:00:00+00:00,113978.375,113984.890625,113054.1015625,113145.5,18037678080
2025-08-21 12:00:00+00:00,113100.2578125,113969.453125,112192.890625,112411.7578125,19096317952
2025-08-21 18:00:00+00:00,112397.9921875,112732.3359375,111998.2421875,112419.2734375,18860957696
2025-08-22 00:00:00+00:00,112462.859375,113465.9921875,112326.234375,113214.0390625,16427380736
2025-08-22 06:00:00+00:00,113213.6171875,113322.9375,112149.6796875,112307.1015625,20757573632
2025-08-22 12:00:00+00:00,112320.546875,117170.0703125,111678.9453125,116927.09375,40155361280
2025-08-22 18:00:00+00:00,116991.2890625,117370.6796875,116518.4453125,116867.5234375,20105134080
2025-08-23 00:00:00+00:00,116920.8671875,116995.2421875,115439.2890625,115927.1484375,20542717952
2025-08-23 06:00:00+00:00,115913.5234375,115951.671875,115192.3046875,115192.3046875,13061079040
2025-08-23 12:00:00+00:00,115209.71875,115417.75,114596.171875,115051.421875,12333252608
2025-08-23 18:00:00+00:00,115068.8359375,115378.8515625,114987.0,115378.8515625,12290564096
2025-08-24 00:00:00+00:00,115341.6015625,115574.6875,114887.3515625,114962.171875,19672743936
2025-08-24 06:00:00+00:00,114951.46875,115066.1640625,114581.65625,114711.46875,14995161088
2025-08-24 12:00:00+00:00,114716.8984375,114789.8203125,114234.453125,114323.34375,24641179648
2025-08-24 18:00:00+00:00,114338.8828125,114843.671875,111409.109375,113420.0703125,41809498112
2025-08-25 00:00:00+00:00,113465.1796875,113599.9296875,112174.9375,112349.7578125,27823448064
2025-08-25 06:00:00+00:00,112343.109375,112400.140625,110932.9921875,111212.9140625,39355170816
2025-08-25 12:00:00+00:00,111332.1640625,112931.53125,110610.125,112516.5625,38515326976
2025-08-25 18:00:00+00:00,112329.5546875,112616.2890625,109347.6328125,110227.09375,21391851520
2025-08-26 00:00:00+00:00,110061.859375,110363.8515625,108848.1484375,110255.9140625,23458250752
2025-08-26 06:00:00+00:00,110253.4375,110429.0,109620.921875,109839.578125,15738978304
2025-08-26 12:00:00+00:00,109872.1484375,110638.0078125,109454.8046875,109914.828125,18433581056
2025-08-26 18:00:00+00:00,110047.5546875,112368.234375,110047.5546875,111807.0859375,13251837952
2025-08-27 00:00:00+00:00,111798.0,111798.0,110964.9375,111367.6640625,15130824704
2025-08-27 06:00:00+00:00,111382.8671875,111382.8671875,110467.1171875,111332.21875,22819553280
2025-08-27 12:00:00+00:00,111320.4765625,112619.4140625,111063.8203125,112386.8359375,19885092864
2025-08-27 18:00:00+00:00,112350.28125,112601.2890625,111116.78125,111207.3828125,20320956416
2025-08-28 00:00:00+00:00,111261.3671875,113122.7890625,110909.0703125,112893.703125,15290929152
2025-08-28 06:00:00+00:00,112852.0546875,113361.6875,112729.5546875,112917.171875,13348089856
2025-08-28 12:00:00+00:00,112919.453125,113436.234375,112245.453125,112419.140625,16094433280
2025-08-28 18:00:00+00:00,112337.234375,112701.203125,111879.1015625,112564.375,13486178304
2025-08-29 00:00:00+00:00,112571.5234375,112609.453125,111180.7265625,111256.859375,23733227520
2025-08-29 06:00:00+00:00,111323.203125,111378.4140625,109479.6171875,110073.78125,17738641408
2025-08-29 12:00:00+00:00,110098.5625,111122.7109375,108178.3359375,108529.4375,23915253760
2025-08-29 18:00:00+00:00,108471.8359375,108716.734375,107577.2578125,108443.875,21917949952
2025-08-30 00:00:00+00:00,108330.4375,108643.46875,107481.96875,108359.2734375,19158196224
2025-08-30 06:00:00+00:00,108369.03125,108735.8984375,108129.125,108708.3046875,14436483072
2025-08-30 12:00:00+00:00,108636.734375,108921.6953125,108234.0703125,108767.1171875,7180234752
2025-08-30 18:00:00+00:00,108776.90625,108883.3828125,108488.5546875,108810.75,9004838912
2025-08-31 00:00:00+00:00,108823.390625,109485.015625,108583.234375,108749.2578125,12384305152
2025-08-31 06:00:00+00:00,108755.0625,109101.8359375,108367.296875,108399.5859375,11413053440
2025-08-31 12:00:00+00:00,108398.4296875,108995.109375,108198.328125,108992.6953125,16706539520
2025-08-31 18:00:00+00:00,108989.984375,109222.7109375,108107.3203125,108248.1328125,10827112448
